policy_id,valuation_date,driver_birth_date,driver_age,driver_age_band,vehicle_model_year,vehicle_age,vehicle_age_band,territory,vehicle_type,exposure,claim_count,total_claim_amount,earned_premium,true_annual_frequency,expected_claims_true
11825,2026-01-01,1964-10-08,61,40-64,2025,1,0-3,Urban A,Sedan,0.726,0,0.0,680.62,0.061286,0.044494
11826,2026-01-01,1973-11-03,52,40-64,2016,10,8-12,Rural,Sedan,0.3572,0,0.0,267.9,0.040029,0.014298
11827,2026-01-01,2004-07-25,21,16-24,2007,19,13+,Suburban,SUV,0.523,0,0.0,568.76,0.150052,0.078477
11828,2026-01-01,1991-02-03,34,25-39,2026,0,0-3,Urban A,Sedan,0.2635,0,0.0,247.03,0.082916,0.021848
11829,2026-01-01,1976-07-28,49,40-64,2009,17,13+,Rural,Truck,0.3219,0,0.0,277.64,0.062654,0.020168
11830,2026-01-01,1982-07-06,43,40-64,2020,6,4-7,Urban B,SUV,0.1809,0,0.0,149.24,0.063538,0.011494
11831,2026-01-01,1972-04-03,53,40-64,2020,6,4-7,Suburban,SUV,0.2141,0,0.0,160.58,0.049725,0.010646
11832,2026-01-01,2001-06-07,24,16-24,2014,12,8-12,Urban A,Sedan,0.2895,0,0.0,393.54,0.231678,0.067071
11833,2026-01-01,1987-12-27,38,25-39,2008,18,13+,Rural,Sedan,0.6222,0,0.0,466.65,0.063575,0.039556
11834,2026-01-01,1993-02-28,32,25-39,2024,2,0-3,Urban A,Truck,0.4971,0,0.0,535.94,0.110555,0.054957
11835,2026-01-01,1974-05-07,51,40-64,2019,7,4-7,Rural,Sedan,0.3402,0,0.0,255.15,0.034808,0.011842
11836,2026-01-01,1998-08-11,27,25-39,2024,2,0-3,Suburban,Sedan,0.875,0,0.0,656.25,0.051465,0.045032
11837,2026-01-01,1987-01-01,39,25-39,2022,4,4-7,Urban A,SUV,0.5726,0,0.0,536.81,0.108388,0.062063
11838,2026-01-01,1960-09-16,65,65+,2017,9,8-12,Urban A,Sedan,0.9308,0,0.0,959.89,0.121936,0.113498
11839,2026-01-01,1967-10-29,58,40-64,2006,20,13+,Rural,SUV,0.6715,0,0.0,503.62,0.052211,0.03506
11840,2026-01-01,1980-01-18,45,40-64,2020,6,4-7,Urban A,SUV,0.1142,0,0.0,107.06,0.080112,0.009149
11841,2026-01-01,1978-12-02,47,40-64,2026,0,0-3,Urban A,Truck,0.9221,0,0.0,994.14,0.081715,0.075349
11842,2026-01-01,2008-12-05,17,16-24,2013,13,13+,Suburban,Sedan,0.8717,0,0.0,947.97,0.135047,0.117721
11843,2026-01-01,1962-05-25,63,40-64,2026,0,0-3,Urban A,Sedan,0.6717,0,0.0,629.72,0.061286,0.041166
11844,2026-01-01,1987-06-12,38,25-39,2021,5,4-7,Suburban,Sedan,0.5813,1,1696.01,435.98,0.060548,0.035196
11845,2026-01-01,1991-01-18,34,25-39,2016,10,8-12,Suburban,Sedan,0.5076,1,2864.75,380.7,0.06963,0.035344
11846,2026-01-01,1987-08-10,38,25-39,2026,0,0-3,Urban A,Truck,0.534,0,0.0,575.72,0.110555,0.059037
11847,2026-01-01,1994-11-01,31,25-39,2014,12,8-12,Urban B,SUV,0.7923,0,0.0,653.65,0.098857,0.078324
11848,2026-01-01,1962-09-24,63,40-64,2021,5,4-7,Urban A,Sedan,0.5618,0,0.0,526.69,0.072101,0.040506
11849,2026-01-01,2003-08-08,22,16-24,2023,3,0-3,Rural,Sedan,0.2584,0,0.0,281.01,0.066134,0.017089
11850,2026-01-01,1979-12-04,46,40-64,2025,1,0-3,Urban A,SUV,0.1524,0,0.0,142.88,0.068096,0.010378
11851,2026-01-01,1970-07-28,55,40-64,2011,15,13+,Suburban,Sedan,0.2136,1,1949.62,160.2,0.060416,0.012905
11852,2026-01-01,2004-02-21,21,16-24,2023,3,0-3,Suburban,Sedan,0.3263,0,0.0,354.85,0.08503,0.027745
11853,2026-01-01,1976-09-12,49,40-64,2008,18,13+,Suburban,SUV,0.431,0,0.0,323.25,0.067129,0.028932
11854,2026-01-01,1982-04-12,43,40-64,2025,1,0-3,Urban B,SUV,0.9032,0,0.0,745.14,0.054007,0.048779
11855,2026-01-01,1967-11-07,58,40-64,2021,5,4-7,Urban A,Sedan,0.3152,0,0.0,295.5,0.072101,0.022726
11856,2026-01-01,1955-07-06,70,65+,2008,18,13+,Suburban,SUV,0.3876,0,0.0,319.77,0.098719,0.038263
11857,2026-01-01,2006-06-19,19,16-24,2019,7,4-7,Suburban,SUV,0.3007,0,0.0,327.01,0.11115,0.033423
11858,2026-01-01,1990-03-05,35,25-39,2026,0,0-3,Suburban,SUV,0.5912,0,0.0,443.4,0.057184,0.033807
11859,2026-01-01,1970-05-07,55,40-64,2025,1,0-3,Urban A,Sedan,0.6554,0,0.0,614.44,0.061286,0.040167
11860,2026-01-01,1946-07-17,79,65+,2019,7,4-7,Suburban,SUV,0.5789,0,0.0,477.59,0.073125,0.042332
11861,2026-01-01,1946-11-21,79,65+,2007,19,13+,Urban A,SUV,0.9567,2,11071.51,986.6,0.159047,0.15216
11862,2026-01-01,1940-01-14,85,65+,2026,0,0-3,Suburban,Sedan,0.9958,1,1088.65,821.54,0.055941,0.055706
11863,2026-01-01,1960-10-12,65,65+,2008,18,13+,Suburban,Sedan,0.8537,0,0.0,704.3,0.088847,0.075849
11864,2026-01-01,1998-11-08,27,25-39,2019,7,4-7,Urban A,Sedan,0.8248,0,0.0,773.25,0.097549,0.080458
11865,2026-01-01,1962-03-20,63,40-64,2017,9,8-12,Rural,Truck,0.4294,0,0.0,370.36,0.053371,0.022918
11866,2026-01-01,1995-01-17,30,25-39,2019,7,4-7,Suburban,SUV,0.6218,0,0.0,466.35,0.067275,0.041832
11867,2026-01-01,1977-08-13,48,40-64,2019,7,4-7,Urban A,Sedan,0.4163,0,0.0,390.28,0.072101,0.030016
11868,2026-01-01,1974-01-28,51,40-64,2015,11,8-12,Urban A,Sedan,0.8059,0,0.0,755.53,0.082916,0.066822
11869,2026-01-01,1971-11-26,54,40-64,2016,10,8-12,Suburban,Sedan,0.2546,0,0.0,190.95,0.051465,0.013103
11870,2026-01-01,1998-01-27,27,25-39,2014,12,8-12,Rural,Sedan,0.295,0,0.0,221.25,0.054156,0.015976
11871,2026-01-01,1965-06-04,60,40-64,2023,3,0-3,Urban A,SUV,0.1348,0,0.0,126.38,0.068096,0.009179
11872,2026-01-01,2001-11-26,24,16-24,2009,17,13+,Urban B,SUV,0.648,0,0.0,775.17,0.191734,0.124243
11873,2026-01-01,1945-08-15,80,65+,2011,15,13+,Suburban,Sedan,0.7197,0,0.0,593.75,0.088847,0.063943
11874,2026-01-01,1977-08-31,48,40-64,2025,1,0-3,Urban B,Truck,0.103,0,0.0,97.72,0.064808,0.006675
11875,2026-01-01,1986-09-02,39,25-39,2020,6,4-7,Urban B,Sports,0.5597,0,0.0,669.54,0.159031,0.089009
11876,2026-01-01,1994-03-26,31,25-39,2022,4,4-7,Urban B,Sedan,0.4392,0,0.0,362.34,0.077366,0.033979
11877,2026-01-01,1950-09-07,75,65+,2024,2,0-3,Suburban,Sedan,0.8131,0,0.0,670.81,0.055941,0.045485
11878,2026-01-01,1967-06-29,58,40-64,2014,12,8-12,Urban A,Sedan,0.135,0,0.0,126.56,0.082916,0.011194
11879,2026-01-01,1975-01-14,50,40-64,2007,19,13+,Urban B,Truck,0.1437,0,0.0,136.34,0.102931,0.014791
11880,2026-01-01,1967-03-13,58,40-64,2024,2,0-3,Urban A,Sedan,0.6582,0,0.0,617.06,0.061286,0.040338
11881,2026-01-01,1958-07-29,67,65+,2023,3,0-3,Urban A,SUV,0.6325,0,0.0,652.27,0.100141,0.063339
11882,2026-01-01,1979-06-26,46,40-64,2017,9,8-12,Rural,SUV,0.848,0,0.0,636.0,0.044476,0.037716
11883,2026-01-01,1945-07-06,80,65+,2009,17,13+,Urban A,Sedan,0.633,0,0.0,652.78,0.143142,0.090609
11884,2026-01-01,1992-10-28,33,25-39,2008,18,13+,Urban A,Sedan,0.9544,1,2889.04,894.75,0.131691,0.125686
11885,2026-01-01,1964-06-02,61,40-64,2019,7,4-7,Rural,SUV,0.3829,0,0.0,287.18,0.038675,0.014809
11886,2026-01-01,1971-10-10,54,40-64,2022,4,4-7,Rural,Sedan,0.4581,0,0.0,343.58,0.034808,0.015945
11887,2026-01-01,1940-02-08,85,65+,2018,8,8-12,Rural,Sedan,0.9799,0,0.0,808.42,0.058866,0.057682
11888,2026-01-01,1960-02-10,65,65+,2012,14,13+,Urban A,Truck,0.1968,0,0.0,233.39,0.190856,0.037561
11889,2026-01-01,1941-12-25,84,65+,2025,1,0-3,Suburban,SUV,0.8163,0,0.0,673.45,0.062156,0.050738
11890,2026-01-01,1968-08-17,57,40-64,2011,15,13+,Suburban,SUV,0.1104,0,0.0,82.8,0.067129,0.007411
11891,2026-01-01,1974-10-12,51,40-64,2026,0,0-3,Suburban,Sedan,0.5379,0,0.0,403.42,0.03804,0.020462
11892,2026-01-01,1980-07-18,45,40-64,2019,7,4-7,Urban A,Sedan,0.2381,0,0.0,223.22,0.072101,0.017167
11893,2026-01-01,1981-01-19,44,40-64,2006,20,13+,Urban B,Sedan,0.639,0,0.0,527.18,0.077198,0.04933
11894,2026-01-01,1967-03-13,58,40-64,2009,17,13+,Urban B,Sedan,0.8184,0,0.0,675.18,0.077198,0.063179
11895,2026-01-01,1996-05-24,29,25-39,2024,2,0-3,Suburban,Sedan,0.1297,0,0.0,97.28,0.051465,0.006675
11896,2026-01-01,1990-02-24,35,25-39,2012,14,13+,Urban B,Sports,0.2474,0,0.0,295.95,0.214691,0.053115
11897,2026-01-01,1981-06-24,44,40-64,2026,0,0-3,Suburban,Sedan,0.4083,0,0.0,306.23,0.03804,0.015532
11898,2026-01-01,1961-09-02,64,40-64,2008,18,13+,Suburban,Sedan,0.3302,0,0.0,247.65,0.060416,0.019949
11899,2026-01-01,2007-06-06,18,16-24,2019,7,4-7,Rural,Truck,0.4449,0,0.0,556.4,0.10374,0.046154
11900,2026-01-01,1995-11-12,30,25-39,2009,17,13+,Rural,SUV,0.9567,0,0.0,717.52,0.070639,0.06758
11901,2026-01-01,1959-06-01,66,65+,2023,3,0-3,Suburban,Sports,0.1911,0,0.0,228.6,0.114989,0.021974
11902,2026-01-01,1977-11-23,48,40-64,2012,14,13+,Urban A,Sedan,0.481,0,0.0,450.94,0.097337,0.046819
11903,2026-01-01,1982-06-04,43,40-64,2025,1,0-3,Rural,Sedan,0.5114,0,0.0,383.55,0.029586,0.01513
11904,2026-01-01,2005-02-11,20,16-24,2015,11,8-12,Urban A,SUV,0.3523,0,0.0,478.91,0.25742,0.090689
11905,2026-01-01,1974-12-24,51,40-64,2011,15,13+,Urban A,Truck,0.3507,0,0.0,378.1,0.129782,0.045515
11906,2026-01-01,1969-06-15,56,40-64,2019,7,4-7,Urban B,Sedan,0.7433,1,9920.77,613.22,0.057184,0.042505
11907,2026-01-01,1998-05-23,27,25-39,2009,17,13+,Suburban,Truck,0.6561,0,0.0,565.89,0.108986,0.071505
11908,2026-01-01,1970-08-16,55,40-64,2007,19,13+,Urban A,SUV,0.8315,0,0.0,779.53,0.108152,0.089928
11909,2026-01-01,1946-04-29,79,65+,2020,6,4-7,Urban B,Sedan,0.4646,0,0.0,421.62,0.084094,0.03907
11910,2026-01-01,1975-08-07,50,40-64,2010,16,13+,Urban A,SUV,0.646,0,0.0,605.62,0.108152,0.069866
11911,2026-01-01,1992-02-02,33,25-39,2020,6,4-7,Suburban,Sedan,0.9042,0,0.0,678.15,0.060548,0.054747
11912,2026-01-01,1964-04-16,61,40-64,2013,13,13+,Suburban,Sedan,0.8662,1,1638.91,649.65,0.060416,0.052332
11913,2026-01-01,1996-07-06,29,25-39,2008,18,13+,Suburban,Sedan,0.928,0,0.0,696.0,0.081739,0.075854
11914,2026-01-01,1994-09-27,31,25-39,2015,11,8-12,Urban B,Sedan,0.3421,0,0.0,282.23,0.088971,0.030437
11915,2026-01-01,1966-04-22,59,40-64,2022,4,4-7,Rural,Sedan,0.9869,0,0.0,740.18,0.034808,0.034352
11916,2026-01-01,1958-05-04,67,65+,2025,1,0-3,Urban B,SUV,0.8348,0,0.0,757.58,0.079422,0.066301
11917,2026-01-01,1987-01-18,38,25-39,2023,3,0-3,Urban B,Truck,0.8153,0,0.0,773.52,0.087682,0.071487
11918,2026-01-01,1975-07-28,50,40-64,2022,4,4-7,Suburban,Sedan,0.7008,0,0.0,525.6,0.044752,0.031363
11919,2026-01-01,1975-04-04,50,40-64,2014,12,8-12,Suburban,Sedan,0.9849,0,0.0,738.68,0.051465,0.050688
11920,2026-01-01,1966-08-19,59,40-64,2010,16,13+,Suburban,SUV,0.4974,1,7738.83,373.05,0.067129,0.03339
11921,2026-01-01,1995-05-25,30,25-39,2025,1,0-3,Urban A,Sedan,0.7674,0,0.0,719.44,0.082916,0.06363
11922,2026-01-01,2000-06-17,25,25-39,2006,20,13+,Rural,Sedan,0.7289,0,0.0,546.67,0.063575,0.04634
11923,2026-01-01,1966-12-06,59,40-64,2025,1,0-3,Urban B,Sedan,0.7589,0,0.0,626.09,0.048606,0.036887
11924,2026-01-01,1947-04-27,78,65+,2016,10,8-12,Rural,SUV,0.7763,0,0.0,640.45,0.065406,0.050775
11925,2026-01-01,1946-01-19,79,65+,2016,10,8-12,Suburban,Truck,0.2717,0,0.0,257.78,0.100912,0.027418
11926,2026-01-01,1962-07-02,63,40-64,2010,16,13+,Urban B,Sedan,0.4141,0,0.0,341.63,0.077198,0.031968
11927,2026-01-01,1950-01-20,75,65+,2026,0,0-3,Urban A,SUV,0.453,0,0.0,467.16,0.100141,0.045364
11928,2026-01-01,1991-04-10,34,25-39,2019,7,4-7,Urban B,SUV,0.7732,0,0.0,637.89,0.085962,0.066466
11929,2026-01-01,2006-08-04,19,16-24,2026,0,0-3,Urban B,Sports,0.7446,1,6962.52,1291.56,0.268001,0.199554
11930,2026-01-01,1995-08-30,30,25-39,2019,7,4-7,Rural,SUV,0.85,0,0.0,637.5,0.052325,0.044476
11931,2026-01-01,1972-03-07,53,40-64,2018,8,8-12,Rural,Sedan,0.8097,1,3292.11,607.28,0.040029,0.032411
11932,2026-01-01,1976-09-30,49,40-64,2026,0,0-3,Urban B,Sedan,0.6364,0,0.0,525.03,0.048606,0.030933
11933,2026-01-01,1944-06-28,81,65+,2020,6,4-7,Rural,Sedan,0.226,0,0.0,186.45,0.051188,0.011568
11934,2026-01-01,1999-06-21,26,25-39,2018,8,8-12,Rural,Sedan,0.6719,0,0.0,503.92,0.054156,0.036388
11935,2026-01-01,1993-07-11,32,25-39,2013,13,13+,Rural,SUV,0.8984,0,0.0,673.8,0.070639,0.063462
11936,2026-01-01,2008-08-24,17,16-24,2016,10,8-12,Urban B,Sedan,0.6789,0,0.0,812.13,0.146996,0.099795
11937,2026-01-01,1991-03-23,34,25-39,2015,11,8-12,Urban A,SUV,0.9061,0,0.0,849.47,0.124646,0.112941
11938,2026-01-01,1983-02-04,42,40-64,2013,13,13+,Rural,Sedan,0.9991,0,0.0,749.32,0.04699,0.046948
11939,2026-01-01,1984-03-25,41,40-64,2007,19,13+,Suburban,Truck,0.4233,0,0.0,365.1,0.080554,0.034099
11940,2026-01-01,2004-05-16,21,16-24,2019,7,4-7,Urban B,Sedan,0.751,0,0.0,898.38,0.127822,0.095995
11941,2026-01-01,1974-07-27,51,40-64,2018,8,8-12,Urban B,SUV,0.586,0,0.0,483.45,0.073068,0.042818
11942,2026-01-01,1989-07-24,36,25-39,2006,20,13+,Urban A,SUV,0.5095,0,0.0,477.66,0.146323,0.074552
11943,2026-01-01,2003-03-18,22,16-24,2020,6,4-7,Urban A,SUV,0.3159,1,657.78,429.43,0.223844,0.070712
11944,2026-01-01,1983-02-26,42,40-64,2014,12,8-12,Urban B,Sedan,0.3213,0,0.0,265.07,0.065761,0.021129
11945,2026-01-01,1949-11-05,76,65+,2008,18,13+,Suburban,SUV,0.2665,0,0.0,219.86,0.098719,0.026309
11946,2026-01-01,1951-01-21,74,65+,2023,3,0-3,Suburban,Truck,0.6683,0,0.0,634.05,0.074588,0.049847
11947,2026-01-01,1993-05-14,32,25-39,2023,3,0-3,Suburban,Truck,0.2278,0,0.0,196.48,0.06862,0.015632
11948,2026-01-01,1994-07-23,31,25-39,2017,9,8-12,Urban A,Sedan,0.4882,0,0.0,457.69,0.112181,0.054767
11949,2026-01-01,1970-09-22,55,40-64,2012,14,13+,Urban A,Sedan,0.571,0,0.0,535.31,0.097337,0.055579
11950,2026-01-01,1955-05-12,70,65+,2017,9,8-12,Urban B,SUV,0.4944,0,0.0,448.67,0.107453,0.053125
11951,2026-01-01,1976-05-27,49,40-64,2026,0,0-3,Urban A,Sedan,0.8694,0,0.0,815.06,0.061286,0.053282
11952,2026-01-01,1973-08-28,52,40-64,2018,8,8-12,Rural,SUV,0.4989,0,0.0,374.18,0.044476,0.022189
11953,2026-01-01,1973-07-26,52,40-64,2021,5,4-7,Urban B,Truck,0.1745,0,0.0,165.56,0.076245,0.013305
11954,2026-01-01,1970-07-09,55,40-64,2021,5,4-7,Urban B,Sedan,0.993,0,0.0,819.22,0.057184,0.056783
11955,2026-01-01,1952-09-14,73,65+,2025,1,0-3,Suburban,Sedan,0.8605,0,0.0,709.91,0.055941,0.048137
11956,2026-01-01,1970-06-16,55,40-64,2007,19,13+,Suburban,Sedan,0.694,0,0.0,520.5,0.060416,0.041929
11957,2026-01-01,1998-02-19,27,25-39,2011,15,13+,Urban A,Sedan,0.7807,0,0.0,731.91,0.131691,0.102811
11958,2026-01-01,1951-09-22,74,65+,2026,0,0-3,Suburban,SUV,0.2154,0,0.0,177.71,0.062156,0.013388
11959,2026-01-01,1982-11-12,43,40-64,2019,7,4-7,Urban A,Sedan,0.7893,0,0.0,739.97,0.072101,0.05691
11960,2026-01-01,2009-03-12,16,16-24,2024,2,0-3,Urban B,SUV,0.287,0,0.0,343.32,0.120721,0.034647
11961,2026-01-01,1973-01-07,52,40-64,2018,8,8-12,Urban B,Sedan,0.5401,0,0.0,445.58,0.065761,0.035518
11962,2026-01-01,1957-10-31,68,65+,2022,4,4-7,Suburban,Sedan,0.2602,0,0.0,214.66,0.065813,0.017124
11963,2026-01-01,1971-02-18,54,40-64,2026,0,0-3,Suburban,Sedan,0.7784,0,0.0,583.8,0.03804,0.02961
11964,2026-01-01,2007-03-01,18,16-24,2010,16,13+,Rural,Sedan,0.3213,0,0.0,349.41,0.105037,0.033748
11965,2026-01-01,1976-02-07,49,40-64,2021,5,4-7,Suburban,Sports,0.3279,0,0.0,356.59,0.091991,0.030164
11966,2026-01-01,1965-11-13,60,40-64,2011,15,13+,Urban A,Sedan,0.1983,0,0.0,185.91,0.097337,0.019302
11967,2026-01-01,1981-01-13,44,40-64,2021,5,4-7,Suburban,Sedan,0.7485,0,0.0,561.38,0.044752,0.033497
11968,2026-01-01,1992-02-29,33,25-39,2010,16,13+,Urban B,SUV,0.3663,0,0.0,302.2,0.116049,0.042509
11969,2026-01-01,1946-09-01,79,65+,2024,2,0-3,Suburban,Sedan,0.5665,0,0.0,467.36,0.055941,0.03169
11970,2026-01-01,2003-02-14,22,16-24,2019,7,4-7,Urban B,Sports,0.399,1,3547.72,692.09,0.315295,0.125803
11971,2026-01-01,2004-05-24,21,16-24,2008,18,13+,Urban B,Sedan,0.7972,0,0.0,953.65,0.17256,0.137565
11972,2026-01-01,1971-09-05,54,40-64,2021,5,4-7,Suburban,Sedan,0.3038,0,0.0,227.85,0.044752,0.013596
11973,2026-01-01,1987-10-31,38,25-39,2024,2,0-3,Suburban,Sedan,0.9468,0,0.0,710.1,0.051465,0.048727
11974,2026-01-01,1951-03-04,74,65+,2016,10,8-12,Rural,SUV,0.3892,0,0.0,321.09,0.065406,0.025456
11975,2026-01-01,1962-12-12,63,40-64,2020,6,4-7,Suburban,SUV,0.1935,0,0.0,145.12,0.049725,0.009622
11976,2026-01-01,1979-10-14,46,40-64,2025,1,0-3,Urban B,Sedan,0.3163,0,0.0,260.95,0.048606,0.015374
11977,2026-01-01,1979-07-18,46,40-64,2026,0,0-3,Urban A,SUV,0.1665,0,0.0,156.09,0.068096,0.011338
11978,2026-01-01,1962-07-22,63,40-64,2010,16,13+,Urban A,SUV,0.5219,0,0.0,489.28,0.108152,0.056444
11979,2026-01-01,1965-10-01,60,40-64,2011,15,13+,Urban A,Sports,0.3252,0,0.0,442.07,0.200081,0.065066
11980,2026-01-01,1971-05-30,54,40-64,2024,2,0-3,Urban B,Sedan,0.8974,0,0.0,740.36,0.048606,0.043619
11981,2026-01-01,1969-01-24,56,40-64,2006,20,13+,Urban A,Sedan,0.5654,0,0.0,530.06,0.097337,0.055034
11982,2026-01-01,1954-01-04,71,65+,2024,2,0-3,Suburban,SUV,0.31,0,0.0,255.75,0.062156,0.019268
11983,2026-01-01,2000-09-05,25,25-39,2023,3,0-3,Urban B,Sedan,0.5061,0,0.0,417.53,0.065761,0.033282
11984,2026-01-01,1993-08-11,32,25-39,2011,15,13+,Urban A,SUV,0.2764,0,0.0,259.12,0.146323,0.040444
11985,2026-01-01,1987-07-04,38,25-39,2018,8,8-12,Urban B,SUV,0.2609,0,0.0,215.24,0.098857,0.025792
11986,2026-01-01,1984-10-29,41,40-64,2020,6,4-7,Suburban,Sedan,0.3706,0,0.0,277.95,0.044752,0.016585
11987,2026-01-01,1998-04-29,27,25-39,2025,1,0-3,Urban B,Sedan,0.1975,0,0.0,162.94,0.065761,0.012988
11988,2026-01-01,1970-01-26,55,40-64,2012,14,13+,Rural,Sedan,0.2698,0,0.0,202.35,0.04699,0.012678
11989,2026-01-01,1982-01-18,43,40-64,2022,4,4-7,Rural,SUV,0.9442,0,0.0,708.15,0.038675,0.036517
11990,2026-01-01,1991-09-03,34,25-39,2008,18,13+,Rural,SUV,0.7001,0,0.0,525.07,0.070639,0.049454
11991,2026-01-01,1959-09-04,66,65+,2026,0,0-3,Suburban,Sports,0.929,0,0.0,1111.32,0.114989,0.106825
11992,2026-01-01,1976-03-15,49,40-64,2022,4,4-7,Rural,Sedan,0.3312,0,0.0,248.4,0.034808,0.011528
11993,2026-01-01,1987-09-02,38,25-39,2016,10,8-12,Urban B,SUV,0.8713,0,0.0,718.82,0.098857,0.086134
11994,2026-01-01,1962-01-14,63,40-64,2017,9,8-12,Suburban,SUV,0.426,0,0.0,319.5,0.057184,0.02436
11995,2026-01-01,1979-05-26,46,40-64,2014,12,8-12,Urban A,SUV,0.2298,0,0.0,215.44,0.092129,0.021171
11996,2026-01-01,1982-02-22,43,40-64,2017,9,8-12,Urban A,Sedan,0.8242,0,0.0,772.69,0.082916,0.06834
11997,2026-01-01,1967-12-13,58,40-64,2018,8,8-12,Rural,Sedan,0.1537,0,0.0,115.28,0.040029,0.006152
11998,2026-01-01,1948-10-10,77,65+,2020,6,4-7,Suburban,Sedan,0.4644,0,0.0,383.13,0.065813,0.030563
11999,2026-01-01,1967-05-27,58,40-64,2023,3,0-3,Urban A,SUV,0.8374,0,0.0,785.06,0.068096,0.057023
12000,2026-01-01,1951-12-24,74,65+,2012,14,13+,Urban A,SUV,0.6555,1,3674.57,675.98,0.159047,0.104255
12001,2026-01-01,1940-06-08,85,65+,2015,11,8-12,Urban B,SUV,0.5663,0,0.0,513.92,0.107453,0.060851
12002,2026-01-01,1961-02-01,64,40-64,2020,6,4-7,Rural,Sports,0.4183,0,0.0,454.9,0.071549,0.029929
12003,2026-01-01,1967-08-02,58,40-64,2025,1,0-3,Rural,Sedan,0.1676,0,0.0,125.7,0.029586,0.004959
12004,2026-01-01,1978-01-29,47,40-64,2016,10,8-12,Urban A,Sedan,0.9919,0,0.0,929.91,0.082916,0.082245
12005,2026-01-01,1983-02-08,42,40-64,2015,11,8-12,Urban A,Sedan,0.2573,0,0.0,241.22,0.082916,0.021334
12006,2026-01-01,1968-09-30,57,40-64,2006,20,13+,Urban A,Sedan,0.3298,0,0.0,309.19,0.097337,0.032102
12007,2026-01-01,1979-02-14,46,40-64,2025,1,0-3,Suburban,Sedan,0.3123,0,0.0,234.23,0.03804,0.01188
12008,2026-01-01,1977-05-10,48,40-64,2026,0,0-3,Suburban,Sedan,0.9171,0,0.0,687.82,0.03804,0.034886
12009,2026-01-01,1963-09-25,62,40-64,2013,13,13+,Suburban,Truck,0.7873,0,0.0,679.05,0.080554,0.063421
12010,2026-01-01,1962-12-09,63,40-64,2006,20,13+,Suburban,Sedan,0.5116,0,0.0,383.7,0.060416,0.030909
12011,2026-01-01,1992-11-08,33,25-39,2010,16,13+,Urban A,Truck,0.9599,0,0.0,1034.89,0.175588,0.168547
12012,2026-01-01,1972-06-04,53,40-64,2011,15,13+,Urban B,Sedan,0.1475,0,0.0,121.69,0.077198,0.011387
12013,2026-01-01,1944-06-19,81,65+,2008,18,13+,Urban B,SUV,0.9043,0,0.0,820.65,0.126141,0.114069
12014,2026-01-01,1954-04-14,71,65+,2019,7,4-7,Suburban,SUV,0.1544,0,0.0,127.38,0.073125,0.011291
12015,2026-01-01,2005-11-20,20,16-24,2024,2,0-3,Suburban,Sedan,0.452,0,0.0,491.55,0.08503,0.038433
12016,2026-01-01,1960-09-24,65,65+,2022,4,4-7,Rural,Sedan,0.1486,0,0.0,122.6,0.051188,0.007606
12017,2026-01-01,1957-01-05,68,65+,2016,10,8-12,Urban A,SUV,0.9991,0,0.0,1030.32,0.135484,0.135362
12018,2026-01-01,1989-10-24,36,25-39,2025,1,0-3,Rural,Truck,0.923,0,0.0,796.09,0.053371,0.049262
12019,2026-01-01,1944-03-04,81,65+,2016,10,8-12,Urban A,SUV,0.6263,0,0.0,645.87,0.135484,0.084854
12020,2026-01-01,1981-08-16,44,40-64,2014,12,8-12,Urban B,Sedan,0.2961,0,0.0,244.28,0.065761,0.019472
12021,2026-01-01,1965-04-09,60,40-64,2021,5,4-7,Urban A,SUV,0.3491,0,0.0,327.28,0.080112,0.027967
12022,2026-01-01,2005-01-14,20,16-24,2015,11,8-12,Urban B,SUV,0.5046,0,0.0,603.63,0.163329,0.082416
12023,2026-01-01,1996-03-15,29,25-39,2009,17,13+,Urban A,SUV,0.3905,0,0.0,366.09,0.146323,0.057139
12024,2026-01-01,1982-12-05,43,40-64,2018,8,8-12,Urban A,Truck,0.1192,0,0.0,128.51,0.110555,0.013178
12025,2026-01-01,1999-12-10,26,25-39,2018,8,8-12,Suburban,SUV,0.6906,0,0.0,517.95,0.077366,0.053429
12026,2026-01-01,1973-09-24,52,40-64,2011,15,13+,Suburban,Sedan,0.6521,0,0.0,489.08,0.060416,0.039397
12027,2026-01-01,1990-06-09,35,25-39,2020,6,4-7,Suburban,SUV,0.9139,0,0.0,685.42,0.067275,0.061483
12028,2026-01-01,1989-12-30,36,25-39,2011,15,13+,Rural,Sedan,0.5292,0,0.0,396.9,0.063575,0.033644
12029,2026-01-01,1969-07-09,56,40-64,2010,16,13+,Suburban,Sedan,0.4102,0,0.0,307.65,0.060416,0.024783
12030,2026-01-01,1978-07-04,47,40-64,2023,3,0-3,Rural,SUV,0.5604,0,0.0,420.3,0.032874,0.018422
12031,2026-01-01,1993-02-13,32,25-39,2013,13,13+,Urban A,Truck,0.2752,0,0.0,296.7,0.175588,0.048322
12032,2026-01-01,1993-01-19,32,25-39,2023,3,0-3,Rural,SUV,0.663,0,0.0,497.25,0.044476,0.029488
12033,2026-01-01,1986-09-12,39,25-39,2013,13,13+,Urban B,Sports,0.793,1,3224.16,948.63,0.214691,0.17025
12034,2026-01-01,1987-02-01,38,25-39,2020,6,4-7,Urban B,Truck,0.2381,0,0.0,225.9,0.103155,0.024561
12035,2026-01-01,1950-08-30,75,65+,2018,8,8-12,Suburban,SUV,0.3865,0,0.0,318.86,0.084094,0.032502
